Unnamed: 0,Symbol,Name,Company is Active,Company Founded Date,Country of Primary Listing Iso3,CUSIP,Date Of First Trade,Entity Country HQ,Entity Credit Parent,NACE,Exchange Name (FS),FE Ticker,ISIN,Primary Equity Listing,Proper Name,Public Company,Region Ticker,Sec is Primary Issue,Sec Type,SEDOL,NACE_letter,Report,NACE_lvl_3
2566,KYG6464H1011,Newborn Town Inc.,1,2009.0,HKG,G6464H101,20210930.0,CHN,0L6JFP-E,58.29,US OTC,@NA,KYG6464H1011,BKX8X2,Newborn Town Inc.,1.0,NWBTF-US,0,SHARE,BKSBH58,J,Newborn Town Inc.2.pdf,58.2
2568,KYG2347J1094,CMGE Technology Group Limited,1,2018.0,HKG,G2347J109,20191031.0,CHN,0JY9DP-E,58.29,HONG KONG,302-HK,KYG2347J1094,BK2299,CMGE Technology Group Limited,1.0,302-HK,1,SHARE,BK22995,J,CMGE Technology Group Limited1.pdf,58.2
2571,KR7226340008,"Bonne Co., Ltd.",1,2015.0,KOR,Y32318100,20151105.0,KOR,0K858J-E,58.29,KOREA,226340-KR,KR7226340008,BYZKGM,"Bonne Co., Ltd.",1.0,226340-KR,1,SHARE,BYZKGM6,J,"Bonne Co., Ltd.1.pdf",58.2
2573,BW0000001569,Botswana Telecommunications Corporation Limited,1,1980.0,BWA,V12358103,20160413.0,BWA,08BJ54-E,61.1,BOTSWANA,BTCL-BW,BW0000001569,BYXJWG,Botswana Telecommunications Corporation Limited,1.0,BTCL-BW,1,SHARE,BYXJWG1,J,Botswana Telecommunications Corporation Limited1.pdf,61.1
2574,KR7223220005,"Logis Mon, Inc.",1,2013.0,KOR,Y2R67M101,20150709.0,KOR,@NA,58.29,KONEX,@NA,KR7223220005,BZ21P4,"Logis Mon, Inc.",1.0,223220-KR,1,SHARE,BZ21P44,J,"Logis Mon, Inc.1.pdf",58.2
2576,GB00B06GNN57,Blancco Technology Group plc,1,2004.0,GBR,G11649202,20050331.0,USA,0074TY-E,58.29,LONDON,BLTG-GB,GB00B06GNN57,B06GNN,Blancco Technology Group plc,1.0,BLTG-GB,1,SHARE,B06GNN5,J,Blancco Technology Group plc1.pdf,58.2
2578,KR7207760000,Mr. Blue Corp.,1,2002.0,KOR,Y209FT100,20141212.0,KOR,@NA,58.29,KOREA,207760-KR,KR7207760000,BTFQXW,Mr. Blue Corp.,1.0,207760-KR,1,SHARE,BTFQXW8,J,Mr. Blue Corp.2.pdf,58.2
2580,BE0003735496,Orange Belgium SA,1,1995.0,BEL,B6404X104,19981006.0,BEL,003JZX-E,61.2,EURONEXT BRUSSELS,OBEL-BE,BE0003735496,554197,Orange Belgium SA,1.0,OBEL-BE,1,SHARE,5541979,J,Orange Belgium SA1.pdf,61.2
2581,BMG9349W1038,VEON Ltd.,1,1992.0,NLD,G9349W103,20170404.0,NLD,09GVG3-E,61.2,EURONEXT AMSTERDAM,VEON-NL,BMG9349W1038,BF2S1D,VEON Ltd.,1.0,VEON-NL,1,SHARE,BF2S1D6,J,VEON Ltd.1.pdf,61.2
2582,US68389X1054,Oracle Corporation,1,1977.0,USA,68389X105,20060308.0,USA,000SY8-E,58.29,LONDON,@NA,US68389X1054,68389X10,Oracle Corporation,1.0,0R1Z-GB,0,SHARE,B10S3T0,J,Oracle Corporation3.pdf,58.2
2584,TW0003682001,"Asia Pacific Telecom Co., Ltd.",1,2000.0,TWN,Y0R895106,20111201.0,TWN,08CRJQ-E,61.2,TAIWAN,3682-TW,TW0003682001,B6RN4B,"Asia Pacific Telecom Co., Ltd.",1.0,3682-TW,1,SHARE,B6RN4B2,J,"Asia Pacific Telecom Co., Ltd.2.pdf",61.2
2588,FDSZ073V,"Yonyou Auto Information Technology (Shanghai) Co., Ltd.",1,2003.0,CHN,FDSZ073V3,,CHN,@NA,58.29,@NA,@NA,@NA,BRJQJ9,"Yonyou Auto Information Technology (Shanghai) Co., Ltd.",1.0,@NA,0,SHARE,@NA,J,"Yonyou Auto Information Technology (Shanghai) Co., Ltd.2.pdf",58.2
2590,FR0000133308,Orange SA,1,1991.0,FRA,F6866T100,20030814.0,FRA,0011MS-E,61.2,US OTC,FNCTF-US,FR0000133308,517617,Orange SA,1.0,FNCTF-US,0,SHARE,B030BQ9,J,Orange SA2.pdf,61.2
2593,US0918442098,BLGI Inc,0,2013.0,USA,091844209,20140407.0,USA,00FJ6X-E,58.29,US OTC,@NA,US0918442098,09184420,BLGI Inc,1.0,BLGI-US,1,SHARE,BMVCBL6,J,BLGI Inc2.pdf,58.2
2594,US92343V1044,Verizon Communications Inc.,1,1983.0,USA,92343V104,19850102.0,USA,000CQ8-E,61.2,LONDON,@NA,US92343V1044,92343V10,Verizon Communications Inc.,1.0,0Q1S-GB,0,SHARE,0089560,J,Verizon Communications Inc.2.pdf,61.2
2595,US40171V1008,"Guidewire Software, Inc.",1,2001.0,USA,40171V100,20120125.0,USA,0634Y0-E,58.29,NYSE,GWRE-US,US40171V1008,40171V10,"Guidewire Software, Inc.",1.0,GWRE-US,1,SHARE,B7JYSG3,J,"Guidewire Software, Inc.1.pdf",58.2
2596,EE3100084203,Modera AS,0,2007.0,EST,X4R0TW113,20211015.0,EST,@NA,58.29,OMX BALTIC TALLINN,@NA,EE3100084203,BMHRTW,Modera AS,1.0,MODE-EE,0,SHARE,BMHRTW2,J,Modera AS1.pdf,58.2
2597,US5502411037,"Lumen Technologies, Inc.",1,1930.0,USA,550241103,19841105.0,USA,09SD1S-E,61.1,NYSE,LUMN-US,US5502411037,55024110,"Lumen Technologies, Inc.",1.0,LUMN-US,1,SHARE,BMDH249,J,"Lumen Technologies, Inc.1.pdf",61.1
2600,KYG2121R1039,China Literature Ltd.,1,2004.0,HKG,G2121R103,20171108.0,CHN,0H5FYM-E,58.11,HONG KONG,772-HK,KYG2121R1039,BYP71J,China Literature Ltd.,1.0,772-HK,1,SHARE,BYP71J9,J,China Literature Ltd.1.pdf,58.1
2601,GB0006776081,Pearson PLC,1,1844.0,GBR,G69651100,20201125.0,GBR,002ZV7-E,58.11,MEXICO,@NA,GB0006776081,067760,Pearson PLC,1.0,PSONN-MX,0,SHARE,BK81SZ5,J,Pearson PLC1.pdf,58.1
2602,CA09228F1036,BlackBerry Limited,1,1984.0,CAN,09228F103,19990204.0,CAN,002TMH-E,58.29,NYSE,BB-US,CA09228F1036,BCBHZ3,BlackBerry Limited,1.0,BB-US,0,SHARE,BCBHZ42,J,BlackBerry Limited2.pdf,58.2
2603,PLOPTTC00011,CD Projekt S.A.,1,1994.0,POL,X0957E106,20020201.0,POL,@NA,58.29,WARSAW,CDR-PL,PLOPTTC00011,730221,CD Projekt SA,1.0,CDR-PL,1,SHARE,7302215,J,CD Projekt S.A.2.pdf,58.2
2605,FDS1GBVC,"Bumble, Inc.",1,2014.0,USA,FDS1GBVC3,,USA,0N9C82-E,58.29,@NA,@NA,@NA,12047B10,"Bumble, Inc.",1.0,@NA,0,SHARE,@NA,J,"Bumble, Inc.1.pdf",58.2
2606,GB00BK6SHS41,SEEEN Plc,1,2017.0,GBR,G11764100,20170927.0,GBR,@NA,58.29,LONDON,SEEN-GB,GB00BK6SHS41,BK6SHS,SEEEN Plc,1.0,SEEN-GB,1,SHARE,BK6SHS4,J,SEEEN Plc2.pdf,58.2
2608,PLRDDVS00016,Red Dev Studio S.A.,0,2016.0,POL,X7290R108,20190926.0,POL,@NA,58.29,WARSAW,@NA,PLRDDVS00016,BK1WVW,Red Dev Studio S.A.,1.0,RDS-PL,0,SHARE,BK1WVW3,J,Red Dev Studio S.A.1.pdf,58.2
2609,US5949181045,Microsoft Corporation,1,1975.0,USA,594918104,19860313.0,USA,000Q07-E,58.29,NASDAQ,MSFT-US,US5949181045,59491810,Microsoft Corporation,1.0,MSFT-US,1,SHARE,2588173,J,Microsoft Corporation1.pdf,58.2
2610,US10807Q7007,"Bridgeline Digital, Inc.",1,2000.0,USA,10807Q700,20070629.0,USA,003L94-E,58.29,NASDAQ,BLIN-US,US10807Q7007,10807Q70,"Bridgeline Digital, Inc.",1.0,BLIN-US,1,SHARE,BJQKP89,J,"Bridgeline Digital, Inc.3.pdf",58.2
2611,SE0011870195,Lime Technologies AB,1,2013.0,SWE,W5321Z116,20181206.0,SWE,0JDWXV-E,58.29,OMX NORDIC STOCKHOLM,LIME-SE,SE0011870195,BH31X6,Lime Technologies AB,1.0,LIME-SE,1,SHARE,BH31X65,J,Lime Technologies AB1.pdf,58.2
2612,SG1T75931496,Singapore Telecommunications Limited,1,1992.0,SGP,Y79985209,19931101.0,SGP,0010HR-E,61.2,SINGAPORE,Z74-SG,SG1T75931496,B02PY1,Singapore Telecommunications Limited,1.0,Z74-SG,1,SHARE,B02PY11,J,Singapore Telecommunications Limited1.pdf,61.2
2613,NZTELE0001S4,Spark New Zealand Limited,1,1987.0,NZL,Q8619N107,19910913.0,NZL,001ZZD-E,61.1,ASX,SPK-AU,NZTELE0001S4,688143,Spark New Zealand Limited,1.0,SPK-AU,0,SHARE,6881500,J,Spark New Zealand Limited1.pdf,61.1
2614,MYL6947OO005,CelcomDigi Berhad,1,1995.0,MYS,Y2070F100,20090310.0,MYS,05HXMR-E,61.2,US OTC,@NA,MYL6947OO005,608624,CelcomDigi Berhad,1.0,DIGBF-US,0,SHARE,B02PGM6,J,CelcomDigi Berhad1.pdf,61.2
2615,FI4000519228,WithSecure Corporation,1,1988.0,FIN,X3034C218,19991105.0,FIN,003JSV-E,58.29,OMX NORDIC HELSINKI,WITH-FI,FI4000519228,BMZ424,WithSecure Corporation,1.0,WITH-FI,1,SHARE,BMZ4248,J,WithSecure Corporation1.pdf,58.2
2616,SGXE24704236,iWOW Technology Limited,1,1999.0,SGP,Y4215K101,20220414.0,SGP,@NA,58.29,SINGAPORE,@NA,SGXE24704236,BP2ST2,iWOW Technology Limited,1.0,NXR-SG,1,SHARE,BP2ST21,J,iWOW Technology Limited1.pdf,58.2
2619,SE0009697220,Enea AB,0,1981.0,SWE,W2529P149,,SWE,05JBDZ-E,58.29,BERNE,@NA,SE0009697220,BYPBRY,Enea AB,1.0,EED5-CH,0,SHARE,BKS2L26,J,Enea AB1.pdf,58.2
2620,KR7036630002,Sejong Telecom Inc.,1,1992.0,KOR,Y6438J100,20001020.0,KOR,0706N0-E,61.1,KOREA,036630-KR,KR7036630002,640998,Sejong Telecom Inc.,1.0,036630-KR,1,SHARE,6409980,J,Sejong Telecom Inc.1.pdf,61.1
2622,USU7744C1063,"BOKU, Inc.",1,2009.0,GBR,U7744C106,20171120.0,USA,@NA,58.29,LONDON,BOKU-GB,USU7744C1063,BF0GJW,"BOKU, Inc.",1.0,BOKU-GB,1,SHARE,BF0GJW7,J,"BOKU, Inc.1.pdf",58.2
2626,US26884K3095,"ERF Wireless, Inc.",1,1986.0,USA,26884K309,19980909.0,USA,002N0S-E,61.2,US OTC,@NA,US26884K3095,26884K30,"ERF Wireless, Inc.",1.0,ERFB-US,1,SHARE,BHBFXF8,J,"ERF Wireless, Inc.3.pdf",61.2
2627,PK0084201018,Netsol Technologies Limited,1,1995.0,PAK,Y6257M101,20060620.0,PAK,06JQ8Q-E,58.29,PAKISTAN STOCK EXCHANGE,NETSOL-PK,PK0084201018,B0JCGX,Netsol Technologies Limited,1.0,NETSOL-PK,1,SHARE,B0JCGX1,J,Netsol Technologies Limited2.pdf,58.2
2628,US63947X1019,nCino Inc,1,2011.0,USA,63947X101,20200714.0,USA,0Q5FDX-E,58.29,NASDAQ,NCNO-US,US63947X1019,63947X10,nCino Inc,1.0,NCNO-US,1,SHARE,BMC8TD1,J,nCino Inc1.pdf,58.2
2631,SG1DH9000006,NetLink NBN Trust,1,2017.0,SGP,Y6S61H108,20170719.0,SGP,0H6D3W-E,61.1,SINGAPORE,CJLU-SG,SG1DH9000006,BF5GLW,NetLink NBN Trust,1.0,CJLU-SG,1,SHARE,BF5GLW6,J,NetLink NBN Trust1.pdf,61.1
2636,IL0011015349,Cellcom Israel Ltd.,1,1994.0,ISR,M2196U109,20070809.0,ISR,063HCZ-E,61.2,TEL AVIV,CEL-IL,IL0011015349,B23WQK,Cellcom Israel Ltd.,1.0,CEL-IL,1,SHARE,B23WQK8,J,Cellcom Israel Ltd.1.pdf,61.2
2637,KYG9390R1103,Vobile Group Ltd.,1,2005.0,HKG,G9390R110,20191209.0,HKG,0H4WFV-E,58.29,US OTC,@NA,KYG9390R1103,BNT8LN,Vobile Group Ltd.,1.0,VOBIF-US,0,SHARE,BNT8PS8,J,Vobile Group Ltd.1.pdf,58.2
2638,GB0033147751,Bloomsbury Publishing Plc,1,1986.0,GBR,G1179Q132,19940623.0,GBR,05J1S4-E,58.11,LONDON,BMY-GB,GB0033147751,331477,Bloomsbury Publishing Plc,1.0,BMY-GB,1,SHARE,3314775,J,Bloomsbury Publishing Plc1.pdf,58.1
2643,DE0005557508,Deutsche Telekom AG,1,1995.0,DEU,D2035M136,20060724.0,DEU,0011H9-E,61.1,MILAN,@NA,DE0005557508,584235,Deutsche Telekom AG,1.0,1DTE-IT,0,SHARE,B19GHY8,J,Deutsche Telekom AG2.pdf,61.1
2644,DE000A288904,CompuGroup Medical SE & Co. KGaA,1,1987.0,DEU,D193ZN100,20090618.0,DEU,05J9VL-E,58.29,US OTC,@NA,DE000A288904,BMY7CH,CompuGroup Medical SE & Co. KGaA,1.0,CMPVF-US,0,SHARE,BLB0D51,J,CompuGroup Medical SE & Co. KGaA1.pdf,58.2
2645,JP3835400007,Vector Inc.,1,1989.0,JPN,J9451E104,20000814.0,JPN,@NA,58.29,TOKYO,2656-JP,JP3835400007,628004,Vector Inc.,1.0,2656-JP,1,SHARE,6280044,J,Vector Inc.1.pdf,58.2
2647,JP3748520008,Nihon Falcom Corporation,1,1981.0,JPN,J5014F109,20031202.0,JPN,@NA,58.29,TOKYO,@NA,JP3748520008,670991,Nihon Falcom Corporation,1.0,3723-JP,1,SHARE,6709914,J,Nihon Falcom Corporation1.pdf,58.2
2650,GB00B28HSF71,Tracsis plc,1,2004.0,GBR,G90029102,,GBR,@NA,58.29,US OTC,@NA,GB00B28HSF71,B28HSF,Tracsis plc,1.0,TCIIF-US,0,SHARE,B97DG06,J,Tracsis plc1.pdf,58.2
2651,AU000000LVT6,LiveTiles Limited,1,1994.0,AUS,Q55815106,19990817.0,AUS,@NA,58.29,ASX,LVT-AU,AU000000LVT6,BZ17WJ,LiveTiles Limited,1.0,LVT-AU,1,SHARE,BZ17WJ7,J,LiveTiles Limited1.pdf,58.2
2952,KYG8683B1059,Tat Hong Equipment Service Co. Ltd.,1,2006.0,HKG,G8683B105,20210113.0,CHN,0GWGTJ-E,77.32,HONG KONG,@NA,KYG8683B1059,BMGT3V,Tat Hong Equipment Service Co. Ltd.,1.0,2153-HK,1,SHARE,BMGT3V6,N,Tat Hong Equipment Service Co. Ltd.1.pdf,77.3
2953,DE0007231326,Sixt SE,1,1912.0,DEU,D69899116,20141104.0,DEU,05HS3S-E,77.11,SIX SWISS,@NA,DE0007231326,526076,Sixt SE,1.0,SIX2-CH,0,SHARE,BJ053D1,N,Sixt SE1.pdf,77.1
2959,JP3781360007,"Pacific Net Co., Ltd.",1,1988.0,JPN,J63429104,20060220.0,JPN,06D9JQ-E,77.33,TOKYO,3021-JP,JP3781360007,B0X6WC,"Pacific Net Co., Ltd.",1.0,3021-JP,1,SHARE,B0X6WC0,N,"Pacific Net Co., Ltd.2.pdf",77.3
2965,NGCILEASING2,C&I Leasing PLC,1,1990.0,NGA,V8829Y103,20000502.0,NGA,06P3PV-E,77.12,NIGERIA,@NA,NGCILEASING2,622535,C&I Leasing PLC,1.0,CILEASING-NG,1,SHARE,6225357,N,C&I Leasing PLC1.pdf,77.1
2968,KYG459051093,Hing Ming Holdings Ltd,1,2016.0,HKG,G45905109,20170315.0,HKG,0GC6QB-E,77.39,HONG KONG,@NA,KYG459051093,BF0B38,Hing Ming Holdings Ltd,1.0,8425-HK,1,SHARE,BF0B386,N,Hing Ming Holdings Ltd1.pdf,77.3
2970,ID1000125800,PT Adi Sarana Armada Tbk,1,1999.0,IDN,Y7139B107,20121112.0,IDN,0CV1N4-E,77.11,INDONESIA,ASSA-ID,ID1000125800,B88SVC,PT Adi Sarana Armada Tbk,1.0,ASSA-ID,1,SHARE,B88SVC0,N,PT Adi Sarana Armada Tbk1.pdf,77.1
2971,GB00BLH42507,Ashtead Technology Holdings PLC,1,2021.0,GBR,G0609Y103,20211123.0,GBR,0PPNKD-E,77.39,LONDON,AT-GB,GB00BLH42507,BLH425,Ashtead Technology Holdings PLC,1.0,AT-GB,1,SHARE,BLH4250,N,Ashtead Technology Holdings PLC3.pdf,77.3
2985,GB0000536739,Ashtead Group plc,1,1984.0,GBR,G05320109,19861208.0,GBR,05J10R-E,77.32,LONDON,AHT-GB,GB0000536739,005367,Ashtead Group plc,1.0,AHT-GB,1,SHARE,0053673,N,Ashtead Group plc1.pdf,77.3
2990,SG9999015267,BOC Aviation Limited,1,1993.0,HKG,Y09292106,20161205.0,SGP,0726SY-E,77.39,HONG KONG CONNECT - SHENZHEN,2588-SZSC,SG9999015267,BYZJV1,BOC Aviation Limited,1.0,@NA,0,SHARE,BD8NLR5,N,BOC Aviation Limited1.pdf,77.3
3006,AU0000272924,FleetPartners Group Limited,1,1987.0,AUS,Q3383Q139,20150422.0,AUS,0FFLG7-E,77.11,ASX,FPR-AU,AU0000272924,BN7HDZ,FleetPartners Group Limited,1.0,FPR-AU,1,SHARE,BN7HDZ0,N,FleetPartners Group Limited1.pdf,77.1
3008,US9133561012,"UniverCell Holdings, Inc.",0,1989.0,USA,913356101,19930309.0,USA,@NA,77.39,US OTC,@NA,US9133561012,91335610,"UniverCell Holdings, Inc.",1.0,UVCL-US,1,SHARE,2449667,N,"UniverCell Holdings, Inc.2.pdf",77.3
3014,DE000A3H3LL2,Vantage Towers AG,1,2019.0,DEU,D8T6E6106,20210324.0,DEU,0N3CH0-E,77.39,US OTC,@NA,DE000A3H3LL2,BLH32J,Vantage Towers AG,1.0,VTWRF-US,0,SHARE,BKY5GY6,N,Vantage Towers AG1.pdf,77.3
3018,CA83439G2009,Solution Financial Inc.,1,2004.0,CAN,83439G200,20210826.0,CAN,0JPHZX-E,77.11,US OTC,@NA,CA83439G2009,BFWTCT,Solution Financial Inc.,1.0,SLNFF-US,0,SHARE,BM9C1Z2,N,Solution Financial Inc.3.pdf,77.1
3025,AU000000SGF1,SG Fleet Group Ltd.,1,1986.0,AUS,Q8T58M106,20140304.0,AUS,0DLBTB-E,77.11,ASX,SGF-AU,AU000000SGF1,BKF0XR,SG Fleet Group Ltd.,1.0,SGF-AU,1,SHARE,BKF0XR2,N,SG Fleet Group Ltd.1.pdf,77.1
3029,US42806J7000,Hertz Global Holdings Inc,1,1918.0,USA,42806J700,20210701.0,USA,0FZ6XP-E,77.11,NASDAQ,HTZ-US,US42806J7000,42806J70,Hertz Global Holdings Inc,1.0,HTZ-US,1,SHARE,BNM5672,N,Hertz Global Holdings Inc1.pdf,77.1
3032,KYG2121A1004,Chanhigh Holdings Ltd.,1,2001.0,HKG,G2121A100,20170331.0,CHN,0GCVNJ-E,81.3,HONG KONG,2017-HK,KYG2121A1004,BD0NZ1,Chanhigh Holdings Ltd.,1.0,2017-HK,1,SHARE,BD0NZ15,N,Chanhigh Holdings Ltd.3.pdf,81.3
3045,AU000000EHL7,Emeco Holdings Limited,0,1972.0,AUS,Q34648156,,AUS,0077M1-E,77.32,BERNE,@NA,AU000000EHL7,B1978V,Emeco Holdings Limited,1.0,@NA,0,SHARE,BLNNZ63,N,Emeco Holdings Limited1.pdf,77.3
3048,INE491V01019,Crown Lifters Ltd.,1,2002.0,IND,Y2589Q100,20160927.0,IND,0GF2W6-E,77.32,NSE INDIA,@NA,INE491V01019,BDBBW2,Crown Lifters Ltd.,1.0,CROWN-IN,1,SHARE,BDBBW28,N,Crown Lifters Ltd.3.pdf,77.3
3050,KYG725391109,Progressive Path Group Holdings Ltd.,1,2016.0,HKG,G72539110,20161208.0,HKG,0GDT26-E,77.32,HONG KONG,@NA,KYG725391109,BNG3PT,Progressive Path Group Holdings Ltd.,1.0,1581-HK,1,SHARE,BNG3PT7,N,Progressive Path Group Holdings Ltd.1.pdf,77.3
6888,NO0010768500,Atlantic Sapphire ASA,1,2010.0,NOR,R07217103,20170712.0,NOR,0H3Y0F-E,3.11,OSLO,ASA-NO,NO0010768500,BDFG5D,Atlantic Sapphire ASA,1.0,ASA-NO,1,SHARE,BDFG5D1,A,Atlantic Sapphire ASA1.pdf,03.1
6889,NO0010768500,Atlantic Sapphire ASA,1,2010.0,NOR,R07217103,20180502.0,NOR,0H3Y0F-E,3.11,US OTC,@NA,NO0010768500,BDFG5D,Atlantic Sapphire ASA,1.0,AASZF-US,0,SHARE,BD97BR6,A,Atlantic Sapphire ASA1.pdf,03.1
12259,ZAE000015277,Brimstone Investment Corporation Limited,1,1995.0,ZAF,S13750112,19980708.0,ZAF,05JPVG-E,3.11,JSE,BRT-ZA,ZAE000015277,611969,Brimstone Investment Corporation Limited,1.0,BRT-ZA,0,SHARE,6119966,A,Brimstone Investment Corporation Limited1.pdf,03.1
18752,CL0001717116,Compania Pesquera Camanchaca S.A.,1,1963.0,CHL,P3090A105,20101201.0,CHL,05ZBJJ-E,3.11,SANTIAGO,CAMANCHACA-CL,CL0001717116,B3NDYP,Compania Pesquera Camanchaca S.A.,1.0,CAMANCHACA-CL,1,SHARE,B3NDYP9,A,Compania Pesquera Camanchaca S.A.2.pdf,03.1
31130,NO0011013765,Gigante Salmon AS,1,2001.0,NOR,R2724U105,20210705.0,NOR,@NA,3.11,OSLO,GIGA-NO,NO0011013765,BMC4Z1,Gigante Salmon AS,1.0,GIGA-NO,1,SHARE,BMC4Z19,A,Gigante Salmon AS1.pdf,03.1
63034,ID1000167901,PT Cilacap Samudera Fishing Industry Tbk,0,1999.0,IDN,Y129H6108,20220527.0,IDN,@NA,3.12,INDONESIA,ASHA-ID,ID1000167901,BMBMZG,PT Cilacap Samudera Fishing Industry Tbk,1.0,ASHA-ID,0,SHARE,BMBMZG9,A,PT Cilacap Samudera Fishing Industry Tbk3.pdf,03.1
68675,FR0010776617,Sapmer SA,1,1989.0,FRA,F7887Q109,20090708.0,FRA,07ZVC8-E,3.11,EURONEXT PARIS,ALMER-FR,FR0010776617,B3LS27,Sapmer SA,1.0,ALMER-FR,1,SHARE,B3LS274,A,Sapmer SA2.pdf,03.1
69396,ZAE000240198,Sea Harvest Group Ltd.,1,1964.0,ZAF,S74706102,20170323.0,ZAF,0G5FF2-E,3.11,JSE,SHG-ZA,ZAE000240198,BDFBTP,Sea Harvest Group Ltd.,1.0,SHG-ZA,1,SHARE,BDFBTP6,A,Sea Harvest Group Ltd.1.pdf,03.1
